Date_Time,Port,Price_DlrFslmt,Change,High,Low,Spread,predicted_output_High,id,NewColumn
2019-06-29T11:00:00.000000+0000,Global 20 Ports Average,449.00,+2.50,449.00,449.00,0.00,"",1,43
2019-06-29T11:00:00.000000+0000,Global 4 Ports Average,440.00,+4.00,440.00,440.00,0.00,"",2,43
2019-06-29T11:00:00.000000+0000,Global Average Bunker Price,472.50,+6.00,472.50,472.50,0.00,"",3,43
2019-06-29T11:00:00.000000+0000,Americas Average,493.00,+5.00,493.00,493.00,0.00,"",4,43
2019-06-29T11:00:00.000000+0000,APAC Average,466.50,+9.00,466.50,466.50,0.00,"",5,43
2019-06-29T11:00:00.000000+0000,EMEA Average,438.00,+3.00,438.00,438.00,0.00,"",6,43
2019-06-29T11:00:00.000000+0000,Singapore,454.00,+6.00,468.50,431.00,37.50,"",7,43
2019-06-29T11:00:00.000000+0000,Rotterdam,423.50,+2.00,431.00,412.00,19.00,"",8,43
2019-06-29T11:00:00.000000+0000,Houston,460.50,+3.50,476.00,452.00,24.00,"",9,43
2019-06-29T11:00:00.000000+0000,Fujairah,421.50,+3.50,430.00,417.00,13.00,"",10,43
2019-06-29T11:00:00.000000+0000,LA / Long Beach,455.50,+8.00,460.50,450.00,10.50,"",11,43
2019-06-29T11:00:00.000000+0000,Hong Kong,427.50,+4.50,438.00,421.00,17.00,"",12,43
2019-06-29T11:00:00.000000+0000,Istanbul,439.50,+1.50,442.50,437.00,5.50,"",13,43
2019-06-29T11:00:00.000000+0000,New York,441.00,+3.00,442.00,440.00,2.00,"",14,43
2019-06-29T11:00:00.000000+0000,Santos,474.50,+6.50,476.50,471.50,5.00,"",15,43
2019-06-29T11:00:00.000000+0000,Piraeus,431.00,+2.00,432.00,430.00,2.00,"",16,43
2019-06-29T11:00:00.000000+0000,Gibraltar,446.00,+3.00,455.00,433.50,21.50,"",17,43
2019-07-02T10:00:00.000000+0000,Global 20 Ports Average,449.00,+2.50,449.00,449.00,0.00,"",18,43
2019-07-02T10:00:00.000000+0000,Global 4 Ports Average,440.00,+4.00,440.00,440.00,0.00,"",19,43
2019-07-02T10:00:00.000000+0000,Global Average Bunker Price,472.50,+6.00,472.50,472.50,0.00,"",20,43
2019-07-02T10:00:00.000000+0000,Americas Average,493.00,+5.00,493.00,493.00,0.00,"",21,43
2019-07-02T10:00:00.000000+0000,APAC Average,466.50,+9.00,466.50,466.50,0.00,"",22,43
2019-07-02T10:00:00.000000+0000,EMEA Average,438.00,+3.00,438.00,438.00,0.00,"",23,43
2019-07-02T10:00:00.000000+0000,Singapore,454.00,+6.00,468.50,431.00,37.50,"",24,43
2019-07-02T10:00:00.000000+0000,Rotterdam,423.50,+2.00,431.00,412.00,19.00,"",25,43
2019-07-02T10:00:00.000000+0000,Houston,460.50,+3.50,476.00,452.00,24.00,"",26,43
2019-07-02T10:00:00.000000+0000,Fujairah,421.50,+3.50,430.00,417.00,13.00,"",27,43
2019-07-02T10:00:00.000000+0000,LA / Long Beach,455.50,+8.00,460.50,450.00,10.50,"",28,43
2019-07-02T10:00:00.000000+0000,Hong Kong,427.50,+4.50,438.00,421.00,17.00,"",29,43
2019-07-02T10:00:00.000000+0000,Istanbul,439.50,+1.50,442.50,437.00,5.50,"",30,43
2019-07-02T10:00:00.000000+0000,New York,441.00,+3.00,442.00,440.00,2.00,"",31,43
2019-07-02T10:00:00.000000+0000,Santos,474.50,+6.50,476.50,471.50,5.00,"",32,43
2019-07-02T10:00:00.000000+0000,Piraeus,431.00,+2.00,432.00,430.00,2.00,"",33,43
2019-07-02T10:00:00.000000+0000,Gibraltar,446.00,+3.00,455.00,433.50,21.50,"",34,43
2019-07-03T10:00:00.000000+0000,Global 20 Ports Average,451.50,+1.00,451.50,451.50,0.00,"",35,43
2019-07-03T10:00:00.000000+0000,Global 4 Ports Average,442.00,+1.00,442.00,442.00,0.00,"",36,43
2019-07-03T10:00:00.000000+0000,Global Average Bunker Price,473.00,0.00,473.00,473.00,0.00,"",37,48
2019-07-03T10:00:00.000000+0000,Americas Average,494.00,0.00,494.00,494.00,0.00,"",38,48
2019-07-03T10:00:00.000000+0000,APAC Average,469.00,+3.50,469.00,469.00,0.00,"",39,43
2019-07-03T10:00:00.000000+0000,EMEA Average,436.50,-5.00,436.50,436.50,0.00,"",40,45
2019-07-03T10:00:00.000000+0000,Singapore,456.00,-4.50,465.00,450.00,15.00,"",41,45
2019-07-03T10:00:00.000000+0000,Rotterdam,422.50,-5.50,433.00,412.00,21.00,"",42,45
2019-07-03T10:00:00.000000+0000,Houston,464.50,+10.00,471.00,460.00,11.00,"",43,43
2019-07-03T10:00:00.000000+0000,Fujairah,426.00,+4.50,430.00,422.50,7.50,"",44,43
2019-07-03T10:00:00.000000+0000,LA / Long Beach,459.00,+1.00,465.00,450.00,15.00,"",45,43
2019-07-03T10:00:00.000000+0000,Hong Kong,437.00,+5.00,445.00,425.00,20.00,"",46,43
2019-07-03T10:00:00.000000+0000,Istanbul,436.00,-6.50,439.50,432.00,7.50,"",47,45
2019-07-03T10:00:00.000000+0000,New York,440.50,0.00,442.00,438.00,4.00,"",48,48
2019-07-03T10:00:00.000000+0000,Santos,471.50,-11.00,491.50,464.50,27.00,"",49,45
2019-07-03T10:00:00.000000+0000,Piraeus,431.00,-2.00,434.00,425.00,9.00,"",50,45
2019-07-03T10:00:00.000000+0000,Gibraltar,441.00,-2.00,447.00,427.50,19.50,"",51,45
2019-07-04T10:00:00.000000+0000,Global 20 Ports Average,450.00,-1.50,450.00,450.00,0.00,"",52,45
2019-07-04T10:00:00.000000+0000,Global 4 Ports Average,437.00,-5.00,437.00,437.00,0.00,"",53,45
2019-07-04T10:00:00.000000+0000,Global Average Bunker Price,470.00,-3.00,470.00,470.00,0.00,"",54,45
2019-07-04T10:00:00.000000+0000,Americas Average,491.50,-2.50,491.50,491.50,0.00,"",55,45
2019-07-04T10:00:00.000000+0000,APAC Average,470.00,+1.00,470.00,470.00,0.00,"",56,43
2019-07-04T10:00:00.000000+0000,EMEA Average,429.50,-7.00,429.50,429.50,0.00,"",57,45
2019-07-04T10:00:00.000000+0000,Singapore,458.00,+2.00,467.00,443.00,24.00,"",58,43
2019-07-04T10:00:00.000000+0000,Rotterdam,415.00,-7.50,427.00,400.00,27.00,"",59,45
2019-07-04T10:00:00.000000+0000,Houston,458.00,-6.50,470.00,451.00,19.00,"",60,45
2019-07-04T10:00:00.000000+0000,Fujairah,417.50,-8.50,430.00,409.00,21.00,"",61,45
2019-07-04T10:00:00.000000+0000,LA / Long Beach,448.00,-11.00,453.00,443.00,10.00,"",62,45
2019-07-04T10:00:00.000000+0000,Hong Kong,435.00,-2.00,441.00,430.00,11.00,"",63,45
2019-07-04T10:00:00.000000+0000,Istanbul,426.00,-10.00,429.50,422.00,7.50,"",64,45
2019-07-04T10:00:00.000000+0000,New York,440.50,0.00,445.00,433.00,12.00,"",65,48
2019-07-04T10:00:00.000000+0000,Santos,464.50,-7.00,474.50,459.50,15.00,"",66,45
2019-07-04T10:00:00.000000+0000,Piraeus,426.50,-4.50,434.00,413.00,21.00,"",67,45
2019-07-04T10:00:00.000000+0000,Gibraltar,441.00,0.00,446.00,428.00,18.00,"",68,48
2019-07-05T10:00:00.000000+0000,Global 20 Ports Average,451.00,+1.00,451.00,451.00,0.00,"",69,43
2019-07-05T10:00:00.000000+0000,Global 4 Ports Average,438.50,+1.50,438.50,438.50,0.00,"",70,43
2019-07-05T10:00:00.000000+0000,Global Average Bunker Price,473.50,+3.50,473.50,473.50,0.00,"",71,43
2019-07-05T10:00:00.000000+0000,Americas Average,499.00,+7.50,499.00,499.00,0.00,"",72,43
2019-07-05T10:00:00.000000+0000,APAC Average,468.50,-1.50,468.50,468.50,0.00,"",73,45
2019-07-05T10:00:00.000000+0000,EMEA Average,429.00,-0.50,429.00,429.00,0.00,"",74,45
2019-07-05T10:00:00.000000+0000,Singapore,460.00,+2.00,477.00,438.00,39.00,"",75,43
2019-07-05T10:00:00.000000+0000,Rotterdam,415.00,0.00,428.00,401.00,27.00,"",76,48
2019-07-05T10:00:00.000000+0000,Houston,463.50,+5.50,486.00,451.00,35.00,"",77,43
2019-07-05T10:00:00.000000+0000,Fujairah,415.00,-2.50,430.00,404.00,26.00,"",78,45
2019-07-05T10:00:00.000000+0000,LA / Long Beach,454.50,+6.50,459.50,450.00,9.50,"",79,43
2019-07-05T10:00:00.000000+0000,Hong Kong,435.00,0.00,444.00,429.00,15.00,"",80,48
2019-07-05T10:00:00.000000+0000,Istanbul,424.00,-2.00,426.50,422.00,4.50,"",81,45
2019-07-05T10:00:00.000000+0000,New York,442.50,+2.00,445.00,440.00,5.00,"",82,43
2019-07-05T10:00:00.000000+0000,Santos,469.00,+4.50,474.50,463.00,11.50,"",83,43
2019-07-05T10:00:00.000000+0000,Piraeus,426.00,-0.50,434.00,416.00,18.00,"",84,45
2019-07-05T10:00:00.000000+0000,Gibraltar,436.00,-5.00,445.00,422.00,23.00,"",85,45
2019-07-06T10:00:00.000000+0000,Global 20 Ports Average,452.50,+1.50,452.50,452.50,0.00,"",86,43
2019-07-06T10:00:00.000000+0000,Global 4 Ports Average,447.50,+9.00,447.50,447.50,0.00,"",87,43
2019-07-06T10:00:00.000000+0000,Global Average Bunker Price,474.00,+0.50,474.00,474.00,0.00,"",88,43
2019-07-06T10:00:00.000000+0000,Americas Average,500.00,+1.00,500.00,500.00,0.00,"",89,43
2019-07-06T10:00:00.000000+0000,APAC Average,467.00,-1.50,467.00,467.00,0.00,"",90,45
2019-07-06T10:00:00.000000+0000,EMEA Average,431.50,+2.50,431.50,431.50,0.00,"",91,43
2019-07-06T10:00:00.000000+0000,Singapore,470.00,+10.00,490.00,453.00,37.00,"",92,43
2019-07-06T10:00:00.000000+0000,Rotterdam,419.50,+4.50,433.50,409.00,24.50,"",93,43
2019-07-06T10:00:00.000000+0000,Houston,475.50,+12.00,486.00,469.00,17.00,"",94,43
2019-07-06T10:00:00.000000+0000,Fujairah,425.00,+10.00,440.00,414.00,26.00,"",95,43
2019-07-06T10:00:00.000000+0000,LA / Long Beach,459.00,+4.50,463.00,454.00,9.00,"",96,43
2019-07-06T10:00:00.000000+0000,Hong Kong,440.00,+5.00,449.50,434.00,15.50,"",97,43
2019-07-06T10:00:00.000000+0000,Istanbul,432.00,+8.00,434.00,428.00,6.00,"",98,43
2019-07-06T10:00:00.000000+0000,New York,443.50,+1.00,447.00,440.00,7.00,"",99,43
2019-07-06T10:00:00.000000+0000,Santos,478.00,+9.00,481.00,475.50,5.50,"",100,43
2019-07-06T10:00:00.000000+0000,Piraeus,428.50,+2.50,434.00,421.00,13.00,"",101,43
2019-07-06T10:00:00.000000+0000,Gibraltar,433.50,-2.50,440.00,420.00,20.00,"",102,45
2019-07-07T10:00:00.000000+0000,Global 20 Ports Average,452.50,+1.50,452.50,452.50,0.00,"",103,43
2019-07-07T10:00:00.000000+0000,Global 4 Ports Average,447.50,+9.00,447.50,447.50,0.00,"",104,43
2019-07-07T10:00:00.000000+0000,Global Average Bunker Price,474.00,+0.50,474.00,474.00,0.00,"",105,43
2019-07-07T10:00:00.000000+0000,Americas Average,500.00,+1.00,500.00,500.00,0.00,"",106,43
2019-07-07T10:00:00.000000+0000,APAC Average,467.00,-1.50,467.00,467.00,0.00,"",107,45
2019-07-07T10:00:00.000000+0000,EMEA Average,431.50,+2.50,431.50,431.50,0.00,"",108,43
2019-07-07T10:00:00.000000+0000,Singapore,470.00,+10.00,490.00,453.00,37.00,"",109,43
2019-07-07T10:00:00.000000+0000,Rotterdam,419.50,+4.50,433.50,409.00,24.50,"",110,43
2019-07-07T10:00:00.000000+0000,Houston,475.50,+12.00,486.00,469.00,17.00,"",111,43
2019-07-07T10:00:00.000000+0000,Fujairah,425.00,+10.00,440.00,414.00,26.00,"",112,43
2019-07-07T10:00:00.000000+0000,LA / Long Beach,459.00,+4.50,463.00,454.00,9.00,"",113,43
2019-07-07T10:00:00.000000+0000,Hong Kong,440.00,+5.00,449.50,434.00,15.50,"",114,43
2019-07-07T10:00:00.000000+0000,Istanbul,432.00,+8.00,434.00,428.00,6.00,"",115,43
2019-07-07T10:00:00.000000+0000,New York,443.50,+1.00,447.00,440.00,7.00,"",116,43
2019-07-07T10:00:00.000000+0000,Santos,478.00,+9.00,481.00,475.50,5.50,"",117,43
2019-07-07T10:00:00.000000+0000,Piraeus,428.50,+2.50,434.00,421.00,13.00,"",118,43
2019-07-07T10:00:00.000000+0000,Gibraltar,433.50,-2.50,440.00,420.00,20.00,"",119,45
2019-07-08T10:00:00.000000+0000,Global 20 Ports Average,452.50,+1.50,452.50,452.50,0.00,"",120,43
2019-07-08T10:00:00.000000+0000,Global 4 Ports Average,447.50,+9.00,447.50,447.50,0.00,"",121,43
2019-07-08T10:00:00.000000+0000,Global Average Bunker Price,474.00,+0.50,474.00,474.00,0.00,"",122,43
2019-07-08T10:00:00.000000+0000,Americas Average,500.00,+1.00,500.00,500.00,0.00,"",123,43
2019-07-08T10:00:00.000000+0000,APAC Average,467.00,-1.50,467.00,467.00,0.00,"",124,45
2019-07-08T10:00:00.000000+0000,EMEA Average,431.50,+2.50,431.50,431.50,0.00,"",125,43
2019-07-08T10:00:00.000000+0000,Singapore,470.00,+10.00,490.00,453.00,37.00,"",126,43
2019-07-08T10:00:00.000000+0000,Rotterdam,419.50,+4.50,433.50,409.00,24.50,"",127,43
2019-07-08T10:00:00.000000+0000,Houston,475.50,+12.00,486.00,469.00,17.00,"",128,43
2019-07-08T10:00:00.000000+0000,Fujairah,425.00,+10.00,440.00,414.00,26.00,"",129,43
2019-07-08T10:00:00.000000+0000,LA / Long Beach,459.00,+4.50,463.00,454.00,9.00,"",130,43
2019-07-08T10:00:00.000000+0000,Hong Kong,440.00,+5.00,449.50,434.00,15.50,"",131,43
2019-07-08T10:00:00.000000+0000,Istanbul,432.00,+8.00,434.00,428.00,6.00,"",132,43
2019-07-08T10:00:00.000000+0000,New York,443.50,+1.00,447.00,440.00,7.00,"",133,43
2019-07-08T10:00:00.000000+0000,Santos,478.00,+9.00,481.00,475.50,5.50,"",134,43
2019-07-08T10:00:00.000000+0000,Piraeus,428.50,+2.50,434.00,421.00,13.00,"",135,43
2019-07-08T10:00:00.000000+0000,Gibraltar,433.50,-2.50,440.00,420.00,20.00,"",136,45
2019-07-09T10:00:00.000000+0000,Global 20 Ports Average,455.00,+2.50,455.00,455.00,0.00,"",137,43
2019-07-09T10:00:00.000000+0000,Global 4 Ports Average,448.00,+0.50,448.00,448.00,0.00,"",138,43
2019-07-09T10:00:00.000000+0000,Global Average Bunker Price,478.00,+4.00,478.00,478.00,0.00,"",139,43
2019-07-09T10:00:00.000000+0000,Americas Average,505.50,+5.50,505.50,505.50,0.00,"",140,43
2019-07-09T10:00:00.000000+0000,APAC Average,470.50,+3.50,470.50,470.50,0.00,"",141,43
2019-07-09T10:00:00.000000+0000,EMEA Average,434.50,+3.00,434.50,434.50,0.00,"",142,43
2019-07-09T10:00:00.000000+0000,Singapore,476.00,+6.00,493.00,458.00,35.00,"",143,43
2019-07-09T10:00:00.000000+0000,Rotterdam,418.50,-1.00,426.00,407.00,19.00,"",144,45
2019-07-09T10:00:00.000000+0000,Houston,476.50,+1.00,486.00,471.00,15.00,"",145,43
2019-07-09T10:00:00.000000+0000,Fujairah,421.00,-4.00,430.00,416.00,14.00,"",146,45
2019-07-09T10:00:00.000000+0000,LA / Long Beach,461.00,+2.00,465.00,454.00,11.00,"",147,43
2019-07-09T10:00:00.000000+0000,Hong Kong,446.00,+6.00,451.00,441.00,10.00,"",148,43
2019-07-09T10:00:00.000000+0000,Istanbul,434.50,+2.50,437.50,432.00,5.50,"",149,43
2019-07-09T10:00:00.000000+0000,New York,446.50,+3.00,449.00,443.00,6.00,"",150,43
2019-07-09T10:00:00.000000+0000,Santos,483.00,+5.00,485.50,479.00,6.50,"",151,43
2019-07-09T10:00:00.000000+0000,Piraeus,430.00,+1.50,434.00,426.00,8.00,"",152,43
2019-07-09T10:00:00.000000+0000,Gibraltar,434.50,+1.00,438.00,421.00,17.00,"",153,43
2019-07-10T10:00:00.000000+0000,Global 20 Ports Average,461.50,+6.50,461.50,461.50,0.00,"",154,43
2019-07-10T10:00:00.000000+0000,Global 4 Ports Average,453.00,+5.00,453.00,453.00,0.00,"",155,43
2019-07-10T10:00:00.000000+0000,Global Average Bunker Price,481.50,+3.50,481.50,481.50,0.00,"",156,43
2019-07-10T10:00:00.000000+0000,Americas Average,507.00,+1.50,507.00,507.00,0.00,"",157,43
2019-07-10T10:00:00.000000+0000,APAC Average,476.00,+5.50,476.00,476.00,0.00,"",158,43
2019-07-10T10:00:00.000000+0000,EMEA Average,439.00,+4.50,439.00,439.00,0.00,"",159,43
2019-07-10T10:00:00.000000+0000,Singapore,480.50,+4.50,493.00,472.00,21.00,"",160,43
2019-07-10T10:00:00.000000+0000,Rotterdam,421.00,+2.50,427.00,410.00,17.00,"",161,43
2019-07-10T10:00:00.000000+0000,Houston,473.50,-3.00,488.00,465.00,23.00,"",162,45
2019-07-10T10:00:00.000000+0000,Fujairah,437.00,+16.00,455.00,423.00,32.00,"",163,43
2019-07-10T10:00:00.000000+0000,LA / Long Beach,465.00,+4.00,469.50,461.00,8.50,"",164,43
2019-07-10T10:00:00.000000+0000,Hong Kong,450.50,+4.50,454.00,448.00,6.00,"",165,43
2019-07-10T10:00:00.000000+0000,Istanbul,439.00,+4.50,441.00,436.00,5.00,"",166,43
2019-07-10T10:00:00.000000+0000,New York,448.00,+1.50,451.00,444.00,7.00,"",167,43
2019-07-10T10:00:00.000000+0000,Santos,485.50,+2.50,488.00,483.50,4.50,"",168,43
2019-07-10T10:00:00.000000+0000,Piraeus,430.50,+0.50,434.00,426.50,7.50,"",169,43
2019-07-10T10:00:00.000000+0000,Gibraltar,443.50,+9.00,450.00,437.00,13.00,"",170,43
2019-07-11T10:00:00.000000+0000,Global 20 Ports Average,464.50,+3.00,464.50,464.50,0.00,"",171,43
2019-07-11T10:00:00.000000+0000,Global 4 Ports Average,458.00,+5.00,458.00,458.00,0.00,"",172,43
2019-07-11T10:00:00.000000+0000,Global Average Bunker Price,485.00,+3.50,485.00,485.00,0.00,"",173,43
2019-07-11T10:00:00.000000+0000,Americas Average,511.50,+4.50,511.50,511.50,0.00,"",174,43
2019-07-11T10:00:00.000000+0000,APAC Average,477.50,+1.50,477.50,477.50,0.00,"",175,43
2019-07-11T10:00:00.000000+0000,EMEA Average,444.00,+5.00,444.00,444.00,0.00,"",176,43
2019-07-11T10:00:00.000000+0000,Singapore,492.50,+12.00,515.00,477.00,38.00,"",177,43
2019-07-11T10:00:00.000000+0000,Rotterdam,419.50,-1.50,430.00,409.00,21.00,"",178,45
2019-07-11T10:00:00.000000+0000,Houston,472.50,-1.00,486.00,465.00,21.00,"",179,45
2019-07-11T10:00:00.000000+0000,Fujairah,447.00,+10.00,475.00,423.00,52.00,"",180,43
2019-07-11T10:00:00.000000+0000,LA / Long Beach,470.50,+5.50,475.00,467.00,8.00,"",181,43
2019-07-11T10:00:00.000000+0000,Hong Kong,456.50,+6.00,464.00,452.00,12.00,"",182,43
2019-07-11T10:00:00.000000+0000,Istanbul,438.50,-0.50,441.50,435.00,6.50,"",183,45
2019-07-11T10:00:00.000000+0000,New York,452.50,+4.50,457.00,449.00,8.00,"",184,43
2019-07-11T10:00:00.000000+0000,Santos,503.50,+18.00,508.00,493.50,14.50,"",185,43
2019-07-11T10:00:00.000000+0000,Piraeus,431.00,+0.50,436.00,426.00,10.00,"",186,43
2019-07-11T10:00:00.000000+0000,Gibraltar,455.50,+12.00,467.00,441.00,26.00,"",187,43
2019-07-12T10:00:00.000000+0000,Global 20 Ports Average,480.00,+15.50,480.00,480.00,0.00,"",188,43
2019-07-12T10:00:00.000000+0000,Global 4 Ports Average,480.50,+22.50,480.50,480.50,0.00,"",189,43
2019-07-12T10:00:00.000000+0000,Global Average Bunker Price,499.50,+14.50,499.50,499.50,0.00,"",190,43
2019-07-12T10:00:00.000000+0000,Americas Average,525.00,+13.50,525.00,525.00,0.00,"",191,43
2019-07-12T10:00:00.000000+0000,APAC Average,489.50,+12.00,489.50,489.50,0.00,"",192,43
2019-07-12T10:00:00.000000+0000,EMEA Average,461.50,+17.50,461.50,461.50,0.00,"",193,43
2019-07-12T10:00:00.000000+0000,Singapore,524.50,+32.00,557.00,488.00,69.00,"",194,43
2019-07-12T10:00:00.000000+0000,Rotterdam,436.50,+17.00,457.00,422.00,35.00,"",195,43
2019-07-12T10:00:00.000000+0000,Houston,484.50,+12.00,491.00,480.00,11.00,"",196,43
2019-07-12T10:00:00.000000+0000,Fujairah,478.00,+31.00,520.00,440.00,80.00,"",197,43
2019-07-12T10:00:00.000000+0000,LA / Long Beach,483.00,+12.50,490.00,473.00,17.00,"",198,43
2019-07-12T10:00:00.000000+0000,Hong Kong,471.00,+14.50,520.00,459.00,61.00,"",199,43
2019-07-12T10:00:00.000000+0000,Istanbul,452.00,+13.50,459.00,440.00,19.00,"",200,43
2019-07-12T10:00:00.000000+0000,New York,463.50,+11.00,472.00,455.00,17.00,"",201,43
2019-07-12T10:00:00.000000+0000,Santos,535.50,+32.00,543.00,513.50,29.50,"",202,43
2019-07-12T10:00:00.000000+0000,Piraeus,453.00,+22.00,470.00,428.00,42.00,"",203,43
2019-07-12T10:00:00.000000+0000,Gibraltar,465.00,+9.50,476.50,458.00,18.50,"",204,43
2019-07-13T10:00:00.000000+0000,Global 20 Ports Average,486.50,+6.50,486.50,486.50,0.00,"",205,43
2019-07-13T10:00:00.000000+0000,Global 4 Ports Average,483.00,+2.50,483.00,483.00,0.00,"",206,43
2019-07-13T10:00:00.000000+0000,Global Average Bunker Price,504.00,+4.50,504.00,504.00,0.00,"",207,43
2019-07-13T10:00:00.000000+0000,Americas Average,525.50,+0.50,525.50,525.50,0.00,"",208,43
2019-07-13T10:00:00.000000+0000,APAC Average,499.50,+10.00,499.50,499.50,0.00,"",209,43
2019-07-13T10:00:00.000000+0000,EMEA Average,469.00,+7.50,469.00,469.00,0.00,"",210,43
2019-07-13T10:00:00.000000+0000,Singapore,520.00,-4.50,529.00,505.00,24.00,"",211,45
2019-07-13T10:00:00.000000+0000,Rotterdam,445.00,+8.50,455.00,434.00,21.00,"",212,43
2019-07-13T10:00:00.000000+0000,Houston,479.00,-5.50,485.00,475.00,10.00,"",213,45
2019-07-13T10:00:00.000000+0000,Fujairah,488.50,+10.50,500.00,481.00,19.00,"",214,43
2019-07-13T10:00:00.000000+0000,LA / Long Beach,496.00,+13.00,505.00,485.00,20.00,"",215,43
2019-07-13T10:00:00.000000+0000,Hong Kong,494.50,+23.50,515.00,473.00,42.00,"",216,43
2019-07-13T10:00:00.000000+0000,Istanbul,465.50,+13.50,469.00,458.00,11.00,"",217,43
2019-07-13T10:00:00.000000+0000,New York,469.50,+6.00,472.00,466.00,6.00,"",218,43
2019-07-13T10:00:00.000000+0000,Santos,534.00,-1.50,548.50,517.50,31.00,"",219,45
2019-07-13T10:00:00.000000+0000,Piraeus,463.50,+10.50,475.00,446.00,29.00,"",220,43
2019-07-13T10:00:00.000000+0000,Gibraltar,473.00,+8.00,484.50,467.00,17.50,"",221,43
2019-07-14T10:00:00.000000+0000,Global 20 Ports Average,486.50,+6.50,486.50,486.50,0.00,"",222,43
2019-07-14T10:00:00.000000+0000,Global 4 Ports Average,483.00,+2.50,483.00,483.00,0.00,"",223,43
2019-07-14T10:00:00.000000+0000,Global Average Bunker Price,504.00,+4.50,504.00,504.00,0.00,"",224,43
2019-07-14T10:00:00.000000+0000,Americas Average,525.50,+0.50,525.50,525.50,0.00,"",225,43
2019-07-14T10:00:00.000000+0000,APAC Average,499.50,+10.00,499.50,499.50,0.00,"",226,43
2019-07-14T10:00:00.000000+0000,EMEA Average,469.00,+7.50,469.00,469.00,0.00,"",227,43
2019-07-14T10:00:00.000000+0000,Singapore,520.00,-4.50,529.00,505.00,24.00,"",228,45
2019-07-14T10:00:00.000000+0000,Rotterdam,445.00,+8.50,455.00,434.00,21.00,"",229,43
2019-07-14T10:00:00.000000+0000,Houston,479.00,-5.50,485.00,475.00,10.00,"",230,45
2019-07-14T10:00:00.000000+0000,Fujairah,488.50,+10.50,500.00,481.00,19.00,"",231,43
2019-07-14T10:00:00.000000+0000,LA / Long Beach,496.00,+13.00,505.00,485.00,20.00,"",232,43
2019-07-14T10:00:00.000000+0000,Hong Kong,494.50,+23.50,515.00,473.00,42.00,"",233,43
2019-07-14T10:00:00.000000+0000,Istanbul,465.50,+13.50,469.00,458.00,11.00,"",234,43
2019-07-14T10:00:00.000000+0000,New York,469.50,+6.00,472.00,466.00,6.00,"",235,43
2019-07-14T10:00:00.000000+0000,Santos,534.00,-1.50,548.50,517.50,31.00,"",236,45
2019-07-14T10:00:00.000000+0000,Piraeus,463.50,+10.50,475.00,446.00,29.00,"",237,43
2019-07-14T10:00:00.000000+0000,Gibraltar,473.00,+8.00,484.50,467.00,17.50,"",238,43
2019-07-15T10:00:00.000000+0000,Global 20 Ports Average,486.50,+6.50,486.50,486.50,0.00,"",239,43
2019-07-15T10:00:00.000000+0000,Global 4 Ports Average,483.00,+2.50,483.00,483.00,0.00,"",240,43
2019-07-15T10:00:00.000000+0000,Global Average Bunker Price,504.00,+4.50,504.00,504.00,0.00,"",241,43
2019-07-15T10:00:00.000000+0000,Americas Average,525.50,+0.50,525.50,525.50,0.00,"",242,43
2019-07-15T10:00:00.000000+0000,APAC Average,499.50,+10.00,499.50,499.50,0.00,"",243,43
2019-07-15T10:00:00.000000+0000,EMEA Average,469.00,+7.50,469.00,469.00,0.00,"",244,43
2019-07-15T10:00:00.000000+0000,Singapore,520.00,-4.50,529.00,505.00,24.00,"",245,45
2019-07-15T10:00:00.000000+0000,Rotterdam,445.00,+8.50,455.00,434.00,21.00,"",246,43
2019-07-15T10:00:00.000000+0000,Houston,479.00,-5.50,485.00,475.00,10.00,"",247,45
2019-07-15T10:00:00.000000+0000,Fujairah,488.50,+10.50,500.00,481.00,19.00,"",248,43
2019-07-15T10:00:00.000000+0000,LA / Long Beach,496.00,+13.00,505.00,485.00,20.00,"",249,43
2019-07-15T10:00:00.000000+0000,Hong Kong,494.50,+23.50,515.00,473.00,42.00,"",250,43
2019-07-15T10:00:00.000000+0000,Istanbul,465.50,+13.50,469.00,458.00,11.00,"",251,43
2019-07-15T10:00:00.000000+0000,New York,469.50,+6.00,472.00,466.00,6.00,"",252,43
2019-07-15T10:00:00.000000+0000,Santos,534.00,-1.50,548.50,517.50,31.00,"",253,45
2019-07-15T10:00:00.000000+0000,Piraeus,463.50,+10.50,475.00,446.00,29.00,"",254,43
2019-07-15T10:00:00.000000+0000,Gibraltar,473.00,+8.00,484.50,467.00,17.50,"",255,43
2019-07-16T10:00:00.000000+0000,Global 20 Ports Average,486.50,0.00,486.50,486.50,0.00,"",256,48
2019-07-16T10:00:00.000000+0000,Global 4 Ports Average,477.50,-5.50,477.50,477.50,0.00,"",257,45
2019-07-16T10:00:00.000000+0000,Global Average Bunker Price,499.00,-5.00,499.00,499.00,0.00,"",258,45
2019-07-16T10:00:00.000000+0000,Americas Average,518.00,-7.50,518.00,518.00,0.00,"",259,45
2019-07-16T10:00:00.000000+0000,APAC Average,499.00,-0.50,499.00,499.00,0.00,"",260,45
2019-07-16T10:00:00.000000+0000,EMEA Average,466.50,-2.50,466.50,466.50,0.00,"",261,45
2019-07-16T10:00:00.000000+0000,Singapore,513.00,-7.00,535.00,492.00,43.00,"",262,45
2019-07-16T10:00:00.000000+0000,Rotterdam,456.50,+11.50,499.00,426.00,73.00,"",263,43
2019-07-16T10:00:00.000000+0000,Houston,472.00,-7.00,485.00,455.00,30.00,"",264,45
